"調査年 コード","調査年","地域 コード","地域","/項目","A6103_流出人口（県内他市区町村で従業・通学している人口）【人】","注釈"
"2010100000","2010年度","47302","沖縄県 大宜味村","","387",""
"2010100000","2010年度","47303","沖縄県 東村","","244",""
"2010100000","2010年度","47306","沖縄県 今帰仁村","","1,526",""
"2010100000","2010年度","47308","沖縄県 本部町","","1,750",""
"2010100000","2010年度","47311","沖縄県 恩納村","","1,942",""
"2010100000","2010年度","47313","沖縄県 宜野座村","","1,143",""
"2010100000","2010年度","47314","沖縄県 金武町","","2,059",""
"2010100000","2010年度","47315","沖縄県 伊江村","","13",""
"2010100000","2010年度","47324","沖縄県 読谷村","","8,969",""
"2010100000","2010年度","47325","沖縄県 嘉手納町","","3,342",""
"2010100000","2010年度","47326","沖縄県 北谷町","","7,055",""
"2010100000","2010年度","47327","沖縄県 北中城村","","4,959",""
"2010100000","2010年度","47328","沖縄県 中城村","","6,402",""
"2010100000","2010年度","47329","沖縄県 西原町","","9,743",""
"2010100000","2010年度","47348","沖縄県 与那原町","","5,246",""
"2010100000","2010年度","47350","沖縄県 南風原町","","11,096",""
"2010100000","2010年度","47353","沖縄県 渡嘉敷村","","1",""
"2010100000","2010年度","47354","沖縄県 座間味村","","1",""
"2010100000","2010年度","47355","沖縄県 粟国村","","3",""
"2010100000","2010年度","47356","沖縄県 渡名喜村","","12",""
"2010100000","2010年度","47357","沖縄県 南大東村","","2",""
"2010100000","2010年度","47358","沖縄県 北大東村","","2",""
"2010100000","2010年度","47359","沖縄県 伊平屋村","","19",""
"2010100000","2010年度","47360","沖縄県 伊是名村","","0",""
"2010100000","2010年度","47361","沖縄県 久米島町","","0",""
"2010100000","2010年度","47362","沖縄県 八重瀬町","","8,381",""
"2010100000","2010年度","47375","沖縄県 多良間村","","3",""
"2010100000","2010年度","47381","沖縄県 竹富町","","15",""
"2010100000","2010年度","47382","沖縄県 与那国町","","3",""
"2005100000","2005年度","01100","北海道 札幌市","","518,063",""
"2005100000","2005年度","01101","北海道 札幌市 中央区","","30,367",""
"2005100000","2005年度","01102","北海道 札幌市 北区","","74,087",""
"2005100000","2005年度","01103","北海道 札幌市 東区","","66,387",""
"2005100000","2005年度","01104","北海道 札幌市 白石区","","55,853",""
"2005100000","2005年度","01105","北海道 札幌市 豊平区","","65,702",""
"2005100000","2005年度","01106","北海道 札幌市 南区","","41,057",""
"2005100000","2005年度","01107","北海道 札幌市 西区","","60,390",""
"2005100000","2005年度","01108","北海道 札幌市 厚別区","","42,413",""
"2005100000","2005年度","01109","北海道 札幌市 手稲区","","43,977",""
"2005100000","2005年度","01110","北海道 札幌市 清田区","","37,830",""
"2005100000","2005年度","01202","北海道 函館市","","7,945",""
"2005100000","2005年度","01203","北海道 小樽市","","11,727",""
"2005100000","2005年度","01204","北海道 旭川市","","9,249",""
"2005100000","2005年度","01205","北海道 室蘭市","","4,861",""
"2005100000","2005年度","01206","北海道 釧路市","","-",""
"2005100000","2005年度","01207","北海道 帯広市","","10,788",""
"2005100000","2005年度","01208","北海道 北見市","","-",""
"2005100000","2005年度","01209","北海道 夕張市","","446",""
"2005100000","2005年度","01210","北海道 岩見沢市","","-",""
"2005100000","2005年度","01211","北海道 網走市","","1,128",""
"2005100000","2005年度","01212","北海道 留萌市","","858",""
"2005100000","2005年度","01213","北海道 苫小牧市","","7,065",""
"2005100000","2005年度","01214","北海道 稚内市","","251",""
"2005100000","2005年度","01215","北海道 美唄市","","2,692",""
"2005100000","2005年度","01216","北海道 芦別市","","1,200",""
"2005100000","2005年度","01217","北海道 江別市","","29,294",""
"2005100000","2005年度","01218","北海道 赤平市","","1,517",""
"2005100000","2005年度","01219","北海道 紋別市","","513",""
"2005100000","2005年度","01220","北海道 士別市","","960",""
"2005100000","2005年度","01221","北海道 名寄市","","-",""
"2005100000","2005年度","01222","北海道 三笠市","","1,555",""
"2005100000","2005年度","01223","北海道 根室市","","138",""
"2005100000","2005年度","01224","北海道 千歳市","","8,478",""
"2005100000","2005年度","01225","北海道 滝川市","","4,852",""
"2005100000","2005年度","01226","北海道 砂川市","","3,038",""
"2005100000","2005年度","01227","北海道 歌志内市","","894",""
"2005100000","2005年度","01228","北海道 深川市","","1,602",""
"2005100000","2005年度","01229","北海道 富良野市","","1,228",""
"2005100000","2005年度","01230","北海道 登別市","","10,823",""
"2005100000","2005年度","01231","北海道 恵庭市","","13,610",""
"2005100000","2005年度","01233","北海道 伊達市","","-",""
"2005100000","2005年度","01234","北海道 北広島市","","17,709",""
"2005100000","2005年度","01235","北海道 石狩市","","15,503",""
"2005100000","2005年度","01236","北海道 北斗市","","-",""
"2005100000","2005年度","01303","北海道 当別町","","4,432",""
"2005100000","2005年度","01304","北海道 新篠津村","","401",""
"2005100000","2005年度","01331","北海道 松前町","","330",""
"2005100000","2005年度","01332","北海道 福島町","","374",""
"2005100000","2005年度","01333","北海道 知内町","","387",""
"2005100000","2005年度","01334","北海道 木古内町","","734",""
"2005100000","2005年度","01337","北海道 七飯町","","7,429",""
"2005100000","2005年度","01343","北海道 鹿部町","","485",""
"2005100000","2005年度","01345","北海道 森町","","998",""
"2005100000","2005年度","01346","北海道 八雲町","","689",""
"2005100000","2005年度","01347","北海道 長万部町","","244",""
"2005100000","2005年度","01361","北海道 江差町","","588",""
"2005100000","2005年度","01362","北海道 上ノ国町","","829",""
"2005100000","2005年度","01363","北海道 厚沢部町","","514",""
"2005100000","2005年度","01364","北海道 乙部町","","712",""
"2005100000","2005年度","01367","北海道 奥尻町","","0",""
"2005100000","2005年度","01370","北海道 今金町","","437",""
"2005100000","2005年度","01371","北海道 せたな町","","396",""
"2005100000","2005年度","01391","北海道 島牧村","","158",""
"2005100000","2005年度","01392","北海道 寿都町","","189",""
"2005100000","2005年度","01393","北海道 黒松内町","","200",""
"2005100000","2005年度","01394","北海道 蘭越町","","526",""
"2005100000","2005年度","01395","北海道 ニセコ町","","629",""
"2005100000","2005年度","01396","北海道 真狩村","","178",""
"2005100000","2005年度","01397","北海道 留寿都村","","135",""
"2005100000","2005年度","01398","北海道 喜茂別町","","355",""
"2005100000","2005年度","01399","北海道 京極町","","389",""
"2005100000","2005年度","01400","北海道 倶知安町","","980",""
"2005100000","2005年度","01401","北海道 共和町","","1,530",""
"2005100000","2005年度","01402","北海道 岩内町","","1,664",""
"2005100000","2005年度","01403","北海道 泊村","","213",""
"2005100000","2005年度","01404","北海道 神恵内村","","150",""
"2005100000","2005年度","01405","北海道 積丹町","","330",""
"2005100000","2005年度","01406","北海道 古平町","","388",""
"2005100000","2005年度","01407","北海道 仁木町","","494",""
"2005100000","2005年度","01408","北海道 余市町","","2,540",""
"2005100000","2005年度","01409","北海道 赤井川村","","120",""
"2005100000","2005年度","01423","北海道 南幌町","","2,687",""
"2005100000","2005年度","01424","北海道 奈井江町","","1,079",""
"2005100000","2005年度","01425","北海道 上砂川町","","858",""
"2005100000","2005年度","01427","北海道 由仁町","","974",""
"2005100000","2005年度","01428","北海道 長沼町","","1,985",""
"2005100000","2005年度","01429","北海道 栗山町","","1,797",""
"2005100000","2005年度","01430","北海道 月形町","","288",""
"2005100000","2005年度","01431","北海道 浦臼町","","256",""
"2005100000","2005年度","01432","北海道 新十津川町","","1,510",""
"2005100000","2005年度","01433","北海道 妹背牛町","","541",""
"2005100000","2005年度","01434","北海道 秩父別町","","443",""
"2005100000","2005年度","01436","北海道 雨竜町","","404",""
"2005100000","2005年度","01437","北海道 北竜町","","223",""
"2005100000","2005年度","01438","北海道 沼田町","","385",""
"2005100000","2005年度","01452","北海道 鷹栖町","","1,964",""
"2005100000","2005年度","01453","北海道 東神楽町","","2,713",""
"2005100000","2005年度","01454","北海道 当麻町","","1,612",""
"2005100000","2005年度","01455","北海道 比布町","","910",""
"2005100000","2005年度","01456","北海道 愛別町","","436",""
"2005100000","2005年度","01457","北海道 上川町","","164",""
"2005100000","2005年度","01458","北海道 東川町","","1,685",""
"2005100000","2005年度","01459","北海道 美瑛町","","1,054",""
"2005100000","2005年度","01460","北海道 上富良野町","","1,254",""
"2005100000","2005年度","01461","北海道 中富良野町","","960",""
"2005100000","2005年度","01462","北海道 南富良野町","","162",""
"2005100000","2005年度","01463","北海道 占冠村","","89",""
"2005100000","2005年度","01464","北海道 和寒町","","298",""
"2005100000","2005年度","01465","北海道 剣淵町","","413",""
"2005100000","2005年度","01468","北海道 下川町","","296",""
"2005100000","2005年度","01469","北海道 美深町","","237",""
"2005100000","2005年度","01470","北海道 音威子府村","","64",""
"2005100000","2005年度","01471","北海道 中川町","","49",""
"2005100000","2005年度","01472","北海道 幌加内町","","53",""
"2005100000","2005年度","01481","北海道 増毛町","","589",""
"2005100000","2005年度","01482","北海道 小平町","","454",""
"2005100000","2005年度","01483","北海道 苫前町","","241",""
"2005100000","2005年度","01484","北海道 羽幌町","","211",""
"2005100000","2005年度","01485","北海道 初山別村","","100",""
"2005100000","2005年度","01486","北海道 遠別町","","134",""
"2005100000","2005年度","01487","北海道 天塩町","","137",""
"2005100000","2005年度","01511","北海道 猿払村","","124",""
"2005100000","2005年度","01512","北海道 浜頓別町","","202",""
"2005100000","2005年度","01513","北海道 中頓別町","","151",""
"2005100000","2005年度","01514","北海道 枝幸町","","-",""
"2005100000","2005年度","01516","北海道 豊富町","","259",""
"2005100000","2005年度","01517","北海道 礼文町","","0",""
"2005100000","2005年度","01518","北海道 利尻町","","62",""
"2005100000","2005年度","01519","北海道 利尻富士町","","129",""
"2005100000","2005年度","01520","北海道 幌延町","","133",""
"2005100000","2005年度","01543","北海道 美幌町","","2,216",""
"2005100000","2005年度","01544","北海道 津別町","","512",""
"2005100000","2005年度","01545","北海道 斜里町","","420",""
"2005100000","2005年度","01546","北海道 清里町","","398",""
"2005100000","2005年度","01547","北海道 小清水町","","427",""
"2005100000","2005年度","01549","北海道 訓子府町","","843",""
"2005100000","2005年度","01550","北海道 置戸町","","263",""
"2005100000","2005年度","01552","北海道 佐呂間町","","147",""
"2005100000","2005年度","01555","北海道 遠軽町","","1,038",""
"2005100000","2005年度","01559","北海道 湧別町","","-",""
"2005100000","2005年度","01560","北海道 滝上町","","104",""
"2005100000","2005年度","01561","北海道 興部町","","286",""
"2005100000","2005年度","01562","北海道 西興部村","","60",""
"2005100000","2005年度","01563","北海道 雄武町","","145",""
"2005100000","2005年度","01564","北海道 大空町","","-",""
