"調査年 コード","調査年","地域 コード","地域","/項目","A6103_流出人口（県内他市区町村で従業・通学している人口）【人】","注釈"
"1995100000","1995年度","15504","新潟県 刈羽村","","1,815",""
"1995100000","1995年度","15581","新潟県 関川村","","1,554",""
"1995100000","1995年度","15586","新潟県 粟島浦村","","0",""
"1995100000","1995年度","16201","富山県 富山市","","-",""
"1995100000","1995年度","16202","富山県 高岡市","","-",""
"1995100000","1995年度","16204","富山県 魚津市","","9,083",""
"1995100000","1995年度","16205","富山県 氷見市","","12,171",""
"1995100000","1995年度","16206","富山県 滑川市","","9,130",""
"1995100000","1995年度","16207","富山県 黒部市","","-",""
"1995100000","1995年度","16208","富山県 砺波市","","-",""
"1995100000","1995年度","16209","富山県 小矢部市","","6,255",""
"1995100000","1995年度","16210","富山県 南砺市","","-",""
"1995100000","1995年度","16211","富山県 射水市","","-",""
"1995100000","1995年度","16321","富山県 舟橋村","","746",""
"1995100000","1995年度","16322","富山県 上市町","","6,924",""
"1995100000","1995年度","16323","富山県 立山町","","8,792",""
"1995100000","1995年度","16342","富山県 入善町","","6,891",""
"1995100000","1995年度","16343","富山県 朝日町","","4,016",""
"1995100000","1995年度","17201","石川県 金沢市","","27,037",""
"1995100000","1995年度","17202","石川県 七尾市","","-",""
"1995100000","1995年度","17203","石川県 小松市","","13,407",""
"1995100000","1995年度","17204","石川県 輪島市","","-",""
"1995100000","1995年度","17205","石川県 珠洲市","","880",""
"1995100000","1995年度","17206","石川県 加賀市","","-",""
"1995100000","1995年度","17207","石川県 羽咋市","","5,320",""
"1995100000","1995年度","17209","石川県 かほく市","","-",""
"1995100000","1995年度","17210","石川県 白山市","","-",""
"1995100000","1995年度","17211","石川県 能美市","","-",""
"1995100000","1995年度","17212","石川県 野々市市","","14,622",""
"1995100000","1995年度","17324","石川県 川北町","","1,705",""
"1995100000","1995年度","17361","石川県 津幡町","","9,847",""
"1995100000","1995年度","17365","石川県 内灘町","","9,626",""
"1995100000","1995年度","17384","石川県 志賀町","","-",""
"1995100000","1995年度","17386","石川県 宝達志水町","","-",""
"1995100000","1995年度","17407","石川県 中能登町","","-",""
"1995100000","1995年度","17461","石川県 穴水町","","1,311",""
"1995100000","1995年度","17463","石川県 能登町","","-",""
"1995100000","1995年度","18201","福井県 福井市","","-",""
"1995100000","1995年度","18202","福井県 敦賀市","","2,986",""
"1995100000","1995年度","18204","福井県 小浜市","","2,238",""
"1995100000","1995年度","18205","福井県 大野市","","-",""
"1995100000","1995年度","18206","福井県 勝山市","","3,921",""
"1995100000","1995年度","18207","福井県 鯖江市","","12,481",""
"1995100000","1995年度","18208","福井県 あわら市","","-",""
"1995100000","1995年度","18209","福井県 越前市","","-",""
"1995100000","1995年度","18210","福井県 坂井市","","-",""
"1995100000","1995年度","18322","福井県 永平寺町","","-",""
"1995100000","1995年度","18382","福井県 池田町","","756",""
"1995100000","1995年度","18404","福井県 南越前町","","-",""
"1995100000","1995年度","18423","福井県 越前町","","-",""
"1995100000","1995年度","18442","福井県 美浜町","","2,515",""
"1995100000","1995年度","18481","福井県 高浜町","","1,222",""
"1995100000","1995年度","18483","福井県 おおい町","","-",""
"1995100000","1995年度","18501","福井県 若狭町","","-",""
"1995100000","1995年度","19201","山梨県 甲府市","","-",""
"1995100000","1995年度","19202","山梨県 富士吉田市","","7,003",""
"1995100000","1995年度","19204","山梨県 都留市","","4,539",""
"1995100000","1995年度","19205","山梨県 山梨市","","-",""
"1995100000","1995年度","19206","山梨県 大月市","","3,282",""
"1995100000","1995年度","19207","山梨県 韮崎市","","6,682",""
"1995100000","1995年度","19208","山梨県 南アルプス市","","-",""
"1995100000","1995年度","19209","山梨県 北杜市","","-",""
"1995100000","1995年度","19210","山梨県 甲斐市","","-",""
"1995100000","1995年度","19211","山梨県 笛吹市","","-",""
"1995100000","1995年度","19212","山梨県 上野原市","","-",""
"1995100000","1995年度","19213","山梨県 甲州市","","-",""
"1995100000","1995年度","19214","山梨県 中央市","","-",""
"1995100000","1995年度","19346","山梨県 市川三郷町","","-",""
"1995100000","1995年度","19364","山梨県 早川町","","163",""
"1995100000","1995年度","19365","山梨県 身延町","","-",""
"1995100000","1995年度","19366","山梨県 南部町","","-",""
"1995100000","1995年度","19368","山梨県 富士川町","","-",""
"1995100000","1995年度","19384","山梨県 昭和町","","5,449",""
"1995100000","1995年度","19422","山梨県 道志村","","269",""
"1995100000","1995年度","19423","山梨県 西桂町","","1,474",""
"1995100000","1995年度","19424","山梨県 忍野村","","1,419",""
"1995100000","1995年度","19425","山梨県 山中湖村","","692",""
"1995100000","1995年度","19429","山梨県 鳴沢村","","686",""
"1995100000","1995年度","19430","山梨県 富士河口湖町","","-",""
"1995100000","1995年度","19442","山梨県 小菅村","","38",""
"1995100000","1995年度","19443","山梨県 丹波山村","","32",""
"1995100000","1995年度","20201","長野県 長野市","","-",""
"1995100000","1995年度","20202","長野県 松本市","","-",""
"1995100000","1995年度","20203","長野県 上田市","","-",""
"1995100000","1995年度","20204","長野県 岡谷市","","9,660",""
"1995100000","1995年度","20205","長野県 飯田市","","-",""
"1995100000","1995年度","20206","長野県 諏訪市","","8,711",""
"1995100000","1995年度","20207","長野県 須坂市","","10,986",""
"1995100000","1995年度","20208","長野県 小諸市","","8,133",""
"1995100000","1995年度","20209","長野県 伊那市","","-",""
"1995100000","1995年度","20210","長野県 駒ヶ根市","","5,113",""
"1995100000","1995年度","20211","長野県 中野市","","-",""
"1995100000","1995年度","20212","長野県 大町市","","-",""
"1995100000","1995年度","20213","長野県 飯山市","","3,053",""
"1995100000","1995年度","20214","長野県 茅野市","","9,136",""
"1995100000","1995年度","20215","長野県 塩尻市","","-",""
"1995100000","1995年度","20217","長野県 佐久市","","-",""
"1995100000","1995年度","20218","長野県 千曲市","","-",""
"1995100000","1995年度","20219","長野県 東御市","","-",""
"1995100000","1995年度","20220","長野県 安曇野市","","-",""
"1995100000","1995年度","20303","長野県 小海町","","1,044",""
"1995100000","1995年度","20304","長野県 川上村","","211",""
"1995100000","1995年度","20305","長野県 南牧村","","307",""
"1995100000","1995年度","20306","長野県 南相木村","","267",""
"1995100000","1995年度","20307","長野県 北相木村","","260",""
"1995100000","1995年度","20309","長野県 佐久穂町","","-",""
"1995100000","1995年度","20321","長野県 軽井沢町","","1,277",""
"1995100000","1995年度","20323","長野県 御代田町","","3,012",""
"1995100000","1995年度","20324","長野県 立科町","","1,810",""
"1995100000","1995年度","20349","長野県 青木村","","1,435",""
"1995100000","1995年度","20350","長野県 長和町","","-",""
"1995100000","1995年度","20361","長野県 下諏訪町","","6,921",""
"1995100000","1995年度","20362","長野県 富士見町","","2,536",""
"1995100000","1995年度","20363","長野県 原村","","1,721",""
"1995100000","1995年度","20382","長野県 辰野町","","5,817",""
"1995100000","1995年度","20383","長野県 箕輪町","","5,795",""
"1995100000","1995年度","20384","長野県 飯島町","","2,529",""
"1995100000","1995年度","20385","長野県 南箕輪村","","4,490",""
"1995100000","1995年度","20386","長野県 中川村","","1,390",""
"1995100000","1995年度","20388","長野県 宮田村","","2,288",""
"1995100000","1995年度","20402","長野県 松川町","","2,842",""
"1995100000","1995年度","20403","長野県 高森町","","3,574",""
"1995100000","1995年度","20404","長野県 阿南町","","673",""
"1995100000","1995年度","20407","長野県 阿智村","","-",""
"1995100000","1995年度","20409","長野県 平谷村","","40",""
"1995100000","1995年度","20410","長野県 根羽村","","84",""
"1995100000","1995年度","20411","長野県 下條村","","921",""
"1995100000","1995年度","20412","長野県 売木村","","60",""
"1995100000","1995年度","20413","長野県 天龍村","","277",""
"1995100000","1995年度","20414","長野県 泰阜村","","445",""
"1995100000","1995年度","20415","長野県 喬木村","","2,094",""
"1995100000","1995年度","20416","長野県 豊丘村","","2,044",""
"1995100000","1995年度","20417","長野県 大鹿村","","140",""
"1995100000","1995年度","20422","長野県 上松町","","1,038",""
"1995100000","1995年度","20423","長野県 南木曽町","","308",""
"1995100000","1995年度","20425","長野県 木祖村","","786",""
"1995100000","1995年度","20429","長野県 王滝村","","131",""
"1995100000","1995年度","20430","長野県 大桑村","","671",""
"1995100000","1995年度","20432","長野県 木曽町","","-",""
"1995100000","1995年度","20446","長野県 麻績村","","885",""
"1995100000","1995年度","20448","長野県 生坂村","","702",""
"1995100000","1995年度","20450","長野県 山形村","","2,731",""
"1995100000","1995年度","20451","長野県 朝日村","","1,309",""
"1995100000","1995年度","20452","長野県 筑北村","","-",""
"1995100000","1995年度","20481","長野県 池田町","","3,115",""
"1995100000","1995年度","20482","長野県 松川村","","3,094",""
"1995100000","1995年度","20485","長野県 白馬村","","642",""
"1995100000","1995年度","20486","長野県 小谷村","","513",""
"1995100000","1995年度","20521","長野県 坂城町","","3,772",""
"1995100000","1995年度","20541","長野県 小布施町","","3,651",""
"1995100000","1995年度","20543","長野県 高山村","","2,640",""
"1995100000","1995年度","20561","長野県 山ノ内町","","3,060",""
"1995100000","1995年度","20562","長野県 木島平村","","1,260",""
"1995100000","1995年度","20563","長野県 野沢温泉村","","623",""
"1995100000","1995年度","20583","長野県 信濃町","","2,168",""
"1995100000","1995年度","20588","長野県 小川村","","955",""
"1995100000","1995年度","20590","長野県 飯綱町","","-",""
"1995100000","1995年度","20602","長野県 栄村","","233",""
"1995100000","1995年度","21201","岐阜県 岐阜市","","-",""
"1995100000","1995年度","21202","岐阜県 大垣市","","-",""
"1995100000","1995年度","21203","岐阜県 高山市","","-",""
"1995100000","1995年度","21204","岐阜県 多治見市","","-",""
"1995100000","1995年度","21205","岐阜県 関市","","-",""
"1995100000","1995年度","21206","岐阜県 中津川市","","-",""
"1995100000","1995年度","21207","岐阜県 美濃市","","5,185",""
"1995100000","1995年度","21208","岐阜県 瑞浪市","","6,221",""
"1995100000","1995年度","21209","岐阜県 羽島市","","12,256",""
"1995100000","1995年度","21210","岐阜県 恵那市","","-",""
"1995100000","1995年度","21211","岐阜県 美濃加茂市","","9,633",""
"1995100000","1995年度","21212","岐阜県 土岐市","","8,346",""
"1995100000","1995年度","21213","岐阜県 各務原市","","-",""
"1995100000","1995年度","21214","岐阜県 可児市","","-",""
"1995100000","1995年度","21215","岐阜県 山県市","","-",""
"1995100000","1995年度","21216","岐阜県 瑞穂市","","-",""
"1995100000","1995年度","21217","岐阜県 飛騨市","","-",""
"1995100000","1995年度","21218","岐阜県 本巣市","","-",""
"1995100000","1995年度","21219","岐阜県 郡上市","","-",""
"1995100000","1995年度","21220","岐阜県 下呂市","","-",""
"1995100000","1995年度","21221","岐阜県 海津市","","-",""
"1995100000","1995年度","21302","岐阜県 岐南町","","5,902",""
"1995100000","1995年度","21303","岐阜県 笠松町","","5,222",""
"1995100000","1995年度","21341","岐阜県 養老町","","8,240",""
"1995100000","1995年度","21361","岐阜県 垂井町","","6,848",""
"1995100000","1995年度","21362","岐阜県 関ケ原町","","2,230",""
"1995100000","1995年度","21381","岐阜県 神戸町","","6,451",""
"1995100000","1995年度","21382","岐阜県 輪之内町","","2,690",""
"1995100000","1995年度","21383","岐阜県 安八町","","4,288",""
"1995100000","1995年度","21401","岐阜県 揖斐川町","","-",""
"1995100000","1995年度","21403","岐阜県 大野町","","6,887",""
"1995100000","1995年度","21404","岐阜県 池田町","","7,057",""
"1995100000","1995年度","21421","岐阜県 北方町","","5,912",""
"1995100000","1995年度","21501","岐阜県 坂祝町","","2,336",""
"1995100000","1995年度","21502","岐阜県 富加町","","1,846",""
"1995100000","1995年度","21503","岐阜県 川辺町","","2,840",""
"1995100000","1995年度","21504","岐阜県 七宗町","","1,412",""
"1995100000","1995年度","21505","岐阜県 八百津町","","2,808",""
"1995100000","1995年度","21506","岐阜県 白川町","","1,081",""
"1995100000","1995年度","21507","岐阜県 東白川村","","329",""
"1995100000","1995年度","21521","岐阜県 御嵩町","","4,763",""
"1995100000","1995年度","21604","岐阜県 白川村","","41",""
"1995100000","1995年度","22100","静岡県 静岡市","","-",""
"1995100000","1995年度","22101","静岡県 静岡市 葵区","","-",""
"1995100000","1995年度","22102","静岡県 静岡市 駿河区","","-",""
"1995100000","1995年度","22103","静岡県 静岡市 清水区","","-",""
"1995100000","1995年度","22130","静岡県 浜松市","","-",""
"1995100000","1995年度","22138","静岡県 浜松市 中央区","","-",""
"1995100000","1995年度","22139","静岡県 浜松市 浜名区","","-",""
"1995100000","1995年度","22203","静岡県 沼津市","","-",""
"1995100000","1995年度","22205","静岡県 熱海市","","2,767",""
"1995100000","1995年度","22206","静岡県 三島市","","25,765",""
"1995100000","1995年度","22207","静岡県 富士宮市","","-",""
"1995100000","1995年度","22208","静岡県 伊東市","","4,194",""
"1995100000","1995年度","22209","静岡県 島田市","","-",""
"1995100000","1995年度","22210","静岡県 富士市","","-",""
"1995100000","1995年度","22211","静岡県 磐田市","","-",""
"1995100000","1995年度","22212","静岡県 焼津市","","-",""
"1995100000","1995年度","22213","静岡県 掛川市","","-",""
"1995100000","1995年度","22214","静岡県 藤枝市","","-",""
"1995100000","1995年度","22215","静岡県 御殿場市","","11,608",""
"1995100000","1995年度","22216","静岡県 袋井市","","-",""
"1995100000","1995年度","22219","静岡県 下田市","","1,819",""
"1995100000","1995年度","22220","静岡県 裾野市","","11,662",""
"1995100000","1995年度","22221","静岡県 湖西市","","-",""
"1995100000","1995年度","22222","静岡県 伊豆市","","-",""
"1995100000","1995年度","22223","静岡県 御前崎市","","-",""
"1995100000","1995年度","22224","静岡県 菊川市","","-",""
"1995100000","1995年度","22225","静岡県 伊豆の国市","","-",""
"1995100000","1995年度","22226","静岡県 牧之原市","","-",""
"1995100000","1995年度","22301","静岡県 東伊豆町","","1,763",""
"1995100000","1995年度","22302","静岡県 河津町","","1,608",""
"1995100000","1995年度","22304","静岡県 南伊豆町","","1,450",""
"1995100000","1995年度","22305","静岡県 松崎町","","1,223",""
"1995100000","1995年度","22306","静岡県 西伊豆町","","-",""
"1995100000","1995年度","22325","静岡県 函南町","","12,288",""
"1995100000","1995年度","22341","静岡県 清水町","","9,998",""
"1995100000","1995年度","22342","静岡県 長泉町","","10,627",""
"1995100000","1995年度","22344","静岡県 小山町","","3,733",""
"1995100000","1995年度","22424","静岡県 吉田町","","6,481",""
"1995100000","1995年度","22429","静岡県 川根本町","","-",""
"1995100000","1995年度","22461","静岡県 森町","","5,178",""
"1995100000","1995年度","23100","愛知県 名古屋市","","738,969",""
"1995100000","1995年度","23101","愛知県 名古屋市 千種区","","55,752",""
"1995100000","1995年度","23102","愛知県 名古屋市 東区","","23,771",""
"1995100000","1995年度","23103","愛知県 名古屋市 北区","","58,634",""
"1995100000","1995年度","23104","愛知県 名古屋市 西区","","43,936",""
"1995100000","1995年度","23105","愛知県 名古屋市 中村区","","40,264",""
"1995100000","1995年度","23106","愛知県 名古屋市 中区","","14,658",""
"1995100000","1995年度","23107","愛知県 名古屋市 昭和区","","39,867",""
"1995100000","1995年度","23108","愛知県 名古屋市 瑞穂区","","39,919",""
"1995100000","1995年度","23109","愛知県 名古屋市 熱田区","","23,126",""
"1995100000","1995年度","23110","愛知県 名古屋市 中川区","","66,266",""
"1995100000","1995年度","23111","愛知県 名古屋市 港区","","39,233",""
"1995100000","1995年度","23112","愛知県 名古屋市 南区","","49,056",""
"1995100000","1995年度","23113","愛知県 名古屋市 守山区","","53,934",""
"1995100000","1995年度","23114","愛知県 名古屋市 緑区","","73,405",""
"1995100000","1995年度","23115","愛知県 名古屋市 名東区","","61,105",""
"1995100000","1995年度","23116","愛知県 名古屋市 天白区","","56,043",""
"1995100000","1995年度","23201","愛知県 豊橋市","","30,610",""
"1995100000","1995年度","23202","愛知県 岡崎市","","-",""
"1995100000","1995年度","23203","愛知県 一宮市","","-",""
"1995100000","1995年度","23204","愛知県 瀬戸市","","33,507",""
"1995100000","1995年度","23205","愛知県 半田市","","24,062",""
"1995100000","1995年度","23206","愛知県 春日井市","","74,053",""
"1995100000","1995年度","23207","愛知県 豊川市","","-",""
"1995100000","1995年度","23208","愛知県 津島市","","19,985",""
"1995100000","1995年度","23209","愛知県 碧南市","","15,213",""
"1995100000","1995年度","23210","愛知県 刈谷市","","31,237",""
"1995100000","1995年度","23211","愛知県 豊田市","","-",""
"1995100000","1995年度","23212","愛知県 安城市","","37,486",""
"1995100000","1995年度","23213","愛知県 西尾市","","-",""
"1995100000","1995年度","23214","愛知県 蒲郡市","","14,252",""
"1995100000","1995年度","23215","愛知県 犬山市","","20,156",""
"1995100000","1995年度","23216","愛知県 常滑市","","11,567",""
"1995100000","1995年度","23217","愛知県 江南市","","29,152",""
"1995100000","1995年度","23219","愛知県 小牧市","","32,566",""
"1995100000","1995年度","23220","愛知県 稲沢市","","-",""
"1995100000","1995年度","23221","愛知県 新城市","","-",""
"1995100000","1995年度","23222","愛知県 東海市","","26,582",""
"1995100000","1995年度","23223","愛知県 大府市","","23,202",""
"1995100000","1995年度","23224","愛知県 知多市","","28,055",""
"1995100000","1995年度","23225","愛知県 知立市","","21,954",""
"1995100000","1995年度","23226","愛知県 尾張旭市","","27,492",""
"1995100000","1995年度","23227","愛知県 高浜市","","10,252",""
"1995100000","1995年度","23228","愛知県 岩倉市","","18,816",""
"1995100000","1995年度","23229","愛知県 豊明市","","22,624",""
"1995100000","1995年度","23230","愛知県 日進市","","24,407",""
"1995100000","1995年度","23231","愛知県 田原市","","-",""
"1995100000","1995年度","23232","愛知県 愛西市","","-",""
"1995100000","1995年度","23233","愛知県 清須市","","-",""
"1995100000","1995年度","23234","愛知県 北名古屋市","","-",""
"1995100000","1995年度","23235","愛知県 弥富市","","-",""
"1995100000","1995年度","23236","愛知県 みよし市","","12,583",""
"1995100000","1995年度","23237","愛知県 あま市","","-",""
"1995100000","1995年度","23238","愛知県 長久手市","","16,633",""
"1995100000","1995年度","23302","愛知県 東郷町","","13,053",""
"1995100000","1995年度","23342","愛知県 豊山町","","4,786",""
"1995100000","1995年度","23361","愛知県 大口町","","6,410",""
"1995100000","1995年度","23362","愛知県 扶桑町","","11,769",""
"1995100000","1995年度","23424","愛知県 大治町","","9,830",""
"1995100000","1995年度","23425","愛知県 蟹江町","","13,159",""
"1995100000","1995年度","23427","愛知県 飛島村","","1,206",""
"1995100000","1995年度","23441","愛知県 阿久比町","","9,743",""
"1995100000","1995年度","23442","愛知県 東浦町","","16,172",""
"1995100000","1995年度","23445","愛知県 南知多町","","4,120",""
"1995100000","1995年度","23446","愛知県 美浜町","","7,610",""
"1995100000","1995年度","23447","愛知県 武豊町","","12,361",""
"1995100000","1995年度","23501","愛知県 幸田町","","10,096",""
"1995100000","1995年度","23561","愛知県 設楽町","","-",""
"1995100000","1995年度","23562","愛知県 東栄町","","469",""
"1995100000","1995年度","23563","愛知県 豊根村","","-",""
"1995100000","1995年度","24201","三重県 津市","","-",""
"1995100000","1995年度","24202","三重県 四日市市","","-",""
"1995100000","1995年度","24203","三重県 伊勢市","","-",""
"1995100000","1995年度","24204","三重県 松阪市","","-",""
"1995100000","1995年度","24205","三重県 桑名市","","-",""
"1995100000","1995年度","24207","三重県 鈴鹿市","","31,149",""
"1995100000","1995年度","24208","三重県 名張市","","6,418",""
"1995100000","1995年度","24209","三重県 尾鷲市","","1,174",""
"1995100000","1995年度","24210","三重県 亀山市","","-",""
"1995100000","1995年度","24211","三重県 鳥羽市","","3,002",""
"1995100000","1995年度","24212","三重県 熊野市","","-",""
"1995100000","1995年度","24214","三重県 いなべ市","","-",""
"1995100000","1995年度","24215","三重県 志摩市","","-",""
"1995100000","1995年度","24216","三重県 伊賀市","","-",""
"1995100000","1995年度","24303","三重県 木曽岬町","","614",""
"1995100000","1995年度","24324","三重県 東員町","","7,167",""
"1995100000","1995年度","24341","三重県 菰野町","","9,216",""
"1995100000","1995年度","24343","三重県 朝日町","","1,930",""
"1995100000","1995年度","24344","三重県 川越町","","2,913",""
"1995100000","1995年度","24441","三重県 多気町","","-",""
"1995100000","1995年度","24442","三重県 明和町","","7,269",""
"1995100000","1995年度","24443","三重県 大台町","","-",""
"1995100000","1995年度","24461","三重県 玉城町","","4,183",""
"1995100000","1995年度","24470","三重県 度会町","","2,862",""
"1995100000","1995年度","24471","三重県 大紀町","","-",""
"1995100000","1995年度","24472","三重県 南伊勢町","","-",""
"1995100000","1995年度","24543","三重県 紀北町","","-",""
"1995100000","1995年度","24561","三重県 御浜町","","1,349",""
"1995100000","1995年度","24562","三重県 紀宝町","","-",""
"1995100000","1995年度","25201","滋賀県 大津市","","-",""
"1995100000","1995年度","25202","滋賀県 彦根市","","14,818",""
"1995100000","1995年度","25203","滋賀県 長浜市","","-",""
"1995100000","1995年度","25204","滋賀県 近江八幡市","","-",""
"1995100000","1995年度","25206","滋賀県 草津市","","20,761",""
"1995100000","1995年度","25207","滋賀県 守山市","","13,447",""
"1995100000","1995年度","25208","滋賀県 栗東市","","10,329",""
"1995100000","1995年度","25209","滋賀県 甲賀市","","-",""
"1995100000","1995年度","25210","滋賀県 野洲市","","-",""
"1995100000","1995年度","25211","滋賀県 湖南市","","-",""
"1995100000","1995年度","25212","滋賀県 高島市","","-",""
"1995100000","1995年度","25213","滋賀県 東近江市","","-",""
"1995100000","1995年度","25214","滋賀県 米原市","","-",""
"1995100000","1995年度","25383","滋賀県 日野町","","5,302",""
"1995100000","1995年度","25384","滋賀県 竜王町","","3,768",""
"1995100000","1995年度","25425","滋賀県 愛荘町","","-",""
"1995100000","1995年度","25441","滋賀県 豊郷町","","2,110",""
"1995100000","1995年度","25442","滋賀県 甲良町","","2,547",""
"1995100000","1995年度","25443","滋賀県 多賀町","","2,493",""
"1995100000","1995年度","26100","京都府 京都市","","-",""
"1995100000","1995年度","26101","京都府 京都市 北区","","35,031",""
"1995100000","1995年度","26102","京都府 京都市 上京区","","24,978",""
"1995100000","1995年度","26103","京都府 京都市 左京区","","39,874",""
"1995100000","1995年度","26104","京都府 京都市 中京区","","23,438",""
"1995100000","1995年度","26105","京都府 京都市 東山区","","11,955",""
"1995100000","1995年度","26106","京都府 京都市 下京区","","16,789",""
"1995100000","1995年度","26107","京都府 京都市 南区","","21,758",""
"1995100000","1995年度","26108","京都府 京都市 右京区","","-",""
"1995100000","1995年度","26109","京都府 京都市 伏見区","","70,531",""
"1995100000","1995年度","26110","京都府 京都市 山科区","","33,767",""
"1995100000","1995年度","26111","京都府 京都市 西京区","","45,193",""
"1995100000","1995年度","26201","京都府 福知山市","","-",""
"1995100000","1995年度","26202","京都府 舞鶴市","","3,315",""
"1995100000","1995年度","26203","京都府 綾部市","","4,177",""
"1995100000","1995年度","26204","京都府 宇治市","","49,312",""
"1995100000","1995年度","26205","京都府 宮津市","","2,715",""
"1995100000","1995年度","26206","京都府 亀岡市","","19,749",""
"1995100000","1995年度","26207","京都府 城陽市","","26,806",""
"1995100000","1995年度","26208","京都府 向日市","","17,364",""
"1995100000","1995年度","26209","京都府 長岡京市","","18,389",""
"1995100000","1995年度","26210","京都府 八幡市","","10,855",""
"1995100000","1995年度","26211","京都府 京田辺市","","11,104",""
"1995100000","1995年度","26212","京都府 京丹後市","","-",""
"1995100000","1995年度","26213","京都府 南丹市","","-",""
"1995100000","1995年度","26214","京都府 木津川市","","-",""
"1995100000","1995年度","26303","京都府 大山崎町","","4,309",""
"1995100000","1995年度","26322","京都府 久御山町","","4,399",""
"1995100000","1995年度","26343","京都府 井手町","","2,346",""
"1995100000","1995年度","26344","京都府 宇治田原町","","2,395",""
"1995100000","1995年度","26364","京都府 笠置町","","364",""
"1995100000","1995年度","26365","京都府 和束町","","885",""
"1995100000","1995年度","26366","京都府 精華町","","4,189",""
"1995100000","1995年度","26367","京都府 南山城村","","393",""
"1995100000","1995年度","26407","京都府 京丹波町","","-",""
"1995100000","1995年度","26463","京都府 伊根町","","419",""
"1995100000","1995年度","26465","京都府 与謝野町","","-",""
"1995100000","1995年度","27100","大阪府 大阪市","","800,336",""
"1995100000","1995年度","27102","大阪府 大阪市 都島区","","33,269",""
"1995100000","1995年度","27103","大阪府 大阪市 福島区","","16,151",""
"1995100000","1995年度","27104","大阪府 大阪市 此花区","","19,424",""
"1995100000","1995年度","27106","大阪府 大阪市 西区","","18,471",""
"1995100000","1995年度","27107","大阪府 大阪市 港区","","26,060",""
"1995100000","1995年度","27108","大阪府 大阪市 大正区","","20,539",""
"1995100000","1995年度","27109","大阪府 大阪市 天王寺区","","17,354",""
"1995100000","1995年度","27111","大阪府 大阪市 浪速区","","13,041",""
"1995100000","1995年度","27113","大阪府 大阪市 西淀川区","","21,968",""
"1995100000","1995年度","27114","大阪府 大阪市 東淀川区","","62,099",""
"1995100000","1995年度","27115","大阪府 大阪市 東成区","","25,888",""
"1995100000","1995年度","27116","大阪府 大阪市 生野区","","41,611",""
"1995100000","1995年度","27117","大阪府 大阪市 旭区","","35,961",""
"1995100000","1995年度","27118","大阪府 大阪市 城東区","","56,473",""
"1995100000","1995年度","27119","大阪府 大阪市 阿倍野区","","35,008",""
"1995100000","1995年度","27120","大阪府 大阪市 住吉区","","57,932",""
"1995100000","1995年度","27121","大阪府 大阪市 東住吉区","","46,990",""
"1995100000","1995年度","27122","大阪府 大阪市 西成区","","38,268",""
"1995100000","1995年度","27123","大阪府 大阪市 淀川区","","47,284",""
"1995100000","1995年度","27124","大阪府 大阪市 鶴見区","","32,094",""
"1995100000","1995年度","27125","大阪府 大阪市 住之江区","","42,227",""
"1995100000","1995年度","27126","大阪府 大阪市 平野区","","61,227",""
"1995100000","1995年度","27127","大阪府 大阪市 北区","","20,148",""
"1995100000","1995年度","27128","大阪府 大阪市 中央区","","10,849",""
"1995100000","1995年度","27140","大阪府 堺市","","-",""
"1995100000","1995年度","27141","大阪府 堺市 堺区","","-",""
"1995100000","1995年度","27142","大阪府 堺市 中区","","-",""
"1995100000","1995年度","27143","大阪府 堺市 東区","","-",""
"1995100000","1995年度","27144","大阪府 堺市 西区","","-",""
"1995100000","1995年度","27145","大阪府 堺市 南区","","-",""
"1995100000","1995年度","27146","大阪府 堺市 北区","","-",""
"1995100000","1995年度","27147","大阪府 堺市 美原区","","-",""
"1995100000","1995年度","27202","大阪府 岸和田市","","48,445",""
"1995100000","1995年度","27203","大阪府 豊中市","","118,492",""
"1995100000","1995年度","27204","大阪府 池田市","","31,813",""
"1995100000","1995年度","27205","大阪府 吹田市","","110,347",""
"1995100000","1995年度","27206","大阪府 泉大津市","","21,376",""
"1995100000","1995年度","27207","大阪府 高槻市","","94,053",""
"1995100000","1995年度","27208","大阪府 貝塚市","","24,196",""
"1995100000","1995年度","27209","大阪府 守口市","","44,913",""
"1995100000","1995年度","27210","大阪府 枚方市","","105,976",""
"1995100000","1995年度","27211","大阪府 茨木市","","73,668",""
"1995100000","1995年度","27212","大阪府 八尾市","","75,463",""
"1995100000","1995年度","27213","大阪府 泉佐野市","","22,672",""
"1995100000","1995年度","27214","大阪府 富田林市","","40,316",""
"1995100000","1995年度","27215","大阪府 寝屋川市","","83,442",""
"1995100000","1995年度","27216","大阪府 河内長野市","","40,309",""
"1995100000","1995年度","27217","大阪府 松原市","","42,494",""
"1995100000","1995年度","27218","大阪府 大東市","","37,781",""
"1995100000","1995年度","27219","大阪府 和泉市","","50,782",""
"1995100000","1995年度","27220","大阪府 箕面市","","44,375",""
"1995100000","1995年度","27221","大阪府 柏原市","","26,665",""
"1995100000","1995年度","27222","大阪府 羽曳野市","","41,194",""
"1995100000","1995年度","27223","大阪府 門真市","","41,616",""
"1995100000","1995年度","27224","大阪府 摂津市","","26,928",""
"1995100000","1995年度","27225","大阪府 高石市","","22,566",""
"1995100000","1995年度","27226","大阪府 藤井寺市","","24,441",""
"1995100000","1995年度","27227","大阪府 東大阪市","","114,117",""
"1995100000","1995年度","27228","大阪府 泉南市","","17,757",""
"1995100000","1995年度","27229","大阪府 四條畷市","","19,667",""
"1995100000","1995年度","27230","大阪府 交野市","","25,907",""
